Ensembl Gene ID	Associated Gene Name	Description
ENSDARG00000011863	ptk7a	protein tyrosine kinase 7a [Source:ZFIN;Acc:ZDB-GENE-050522-216]
ENSDARG00000039185	nfyba	nuclear transcription factor Y, beta a [Source:ZFIN;Acc:ZDB-GENE-050417-13]
ENSDARG00000055300	atxn7l2a	ataxin 7-like 2a [Source:ZFIN;Acc:ZDB-GENE-060519-13]
ENSDARG00000058606	sik1	salt-inducible kinase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9446]
ENSDARG00000024631	NLRC5	NLR family, CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
ENSDARG00000092995	si:dkeyp-73g8.7	si:dkeyp-73g8.7 [Source:ZFIN;Acc:ZDB-GENE-091204-335]
ENSDARG00000088626	BX927341.2	
ENSDARG00000095458	si:dkey-240h12.3	si:dkey-240h12.3 [Source:ZFIN;Acc:ZDB-GENE-070705-405]
ENSDARG00000041379	si:ch211-245j22.3	si:ch211-245j22.3 [Source:ZFIN;Acc:ZDB-GENE-050419-38]
ENSDARG00000070794	greb1	growth regulation by estrogen in breast cancer 1 [Source:ZFIN;Acc:ZDB-GENE-070112-332]
ENSDARG00000086535	TMEM74 (1 of 2)	transmembrane protein 74 [Source:HGNC Symbol;Acc:HGNC:26409]
ENSDARG00000017744	smc2	structural maintenance of chromosomes 2 [Source:ZFIN;Acc:ZDB-GENE-030131-105]
ENSDARG00000104442	aatkb	apoptosis-associated tyrosine kinase b [Source:ZFIN;Acc:ZDB-GENE-100812-6]
ENSDARG00000088768	PQLC1	PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188]
ENSDARG00000021688	mxa	myxovirus (influenza) resistance A [Source:ZFIN;Acc:ZDB-GENE-030721-5]
ENSDARG00000087277	selj	selenoprotein J [Source:ZFIN;Acc:ZDB-GENE-030131-4163]
ENSDARG00000100617	si:ch1073-209h18.1	si:ch1073-209h18.1 [Source:ZFIN;Acc:ZDB-GENE-131121-450]
ENSDARG00000090722	C20H6orf58 (1 of 2)	chromosome 6 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:20960]
ENSDARG00000086706	C6H16orf45	chromosome 16 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:19213]
ENSDARG00000039352	pald1b	phosphatase domain containing, paladin 1b [Source:ZFIN;Acc:ZDB-GENE-070424-88]
ENSDARG00000086763	CR677591.1	
ENSDARG00000083370	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000069589	tmem222a	transmembrane protein 222a [Source:ZFIN;Acc:ZDB-GENE-050306-17]
ENSDARG00000085196	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000017454	nup50	nucleoporin 50 [Source:ZFIN;Acc:ZDB-GENE-030131-1689]
ENSDARG00000099527	nkiras1	NFKB inhibitor interacting Ras-like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-215]
ENSDARG00000101747	SNORD15	Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067]
ENSDARG00000029533	rpl18	ribosomal protein L18 [Source:ZFIN;Acc:ZDB-GENE-040801-165]
ENSDARG00000100352	aglb	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase b [Source:ZFIN;Acc:ZDB-GENE-050309-54]
ENSDARG00000099942	CU571256.1	
ENSDARG00000003860	cbx3a	chromobox homolog 3a (HP1 gamma homolog, Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-1158]
ENSDARG00000052182	rbfox2	RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2464]
ENSDARG00000053487	osbp2	oxysterol binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-091113-18]
ENSDARG00000076803	si:ch211-106g8.1	si:ch211-106g8.1 [Source:ZFIN;Acc:ZDB-GENE-140106-131]
ENSDARG00000040559	rad1	RAD1 homolog (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-040426-1873]
ENSDARG00000035420	ophn1	oligophrenin 1 [Source:ZFIN;Acc:ZDB-GENE-040718-464]
ENSDARG00000058857	C18H19orf12 (1 of 4)	chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]
ENSDARG00000103096	si:ch211-106g8.36	si:ch211-106g8.36 [Source:ZFIN;Acc:ZDB-GENE-141212-56]
ENSDARG00000104332	si:dkey-173l11.3	si:dkey-173l11.3 [Source:ZFIN;Acc:ZDB-GENE-081104-9]
ENSDARG00000007179	sash1a	SAM and SH3 domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9960]
ENSDARG00000019810	nfe2l3	nuclear factor, erythroid 2-like 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2334]
ENSDARG00000055295	cyb561d1	cytochrome b561 family, member D1 [Source:ZFIN;Acc:ZDB-GENE-040912-157]
ENSDARG00000051734	si:ch211-113a14.16	si:ch211-113a14.16 [Source:ZFIN;Acc:ZDB-GENE-121214-150]
ENSDARG00000103300	si:ch211-106g8.37	si:ch211-106g8.37 [Source:ZFIN;Acc:ZDB-GENE-141212-59]
ENSDARG00000009673	si:ch211-197g15.6	si:ch211-197g15.6 [Source:ZFIN;Acc:ZDB-GENE-050208-457]
ENSDARG00000101064	si:dkey-286h17.4	si:dkey-286h17.4 [Source:ZFIN;Acc:ZDB-GENE-141216-312]
ENSDARG00000090286	serpina1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1421]
ENSDARG00000074506	si:dkeyp-67e6.4	si:dkeyp-67e6.4 [Source:ZFIN;Acc:ZDB-GENE-121130-1]
ENSDARG00000038863	bre	brain and reproductive organ-expressed protein [Source:ZFIN;Acc:ZDB-GENE-050417-299]
ENSDARG00000076364	EPB41L1	erythrocyte membrane protein band 4.1-like 1 [Source:HGNC Symbol;Acc:HGNC:3378]
ENSDARG00000096633	si:dkey-162h11.4	si:dkey-162h11.4 [Source:ZFIN;Acc:ZDB-GENE-121214-295]
ENSDARG00000096325	si:dkeyp-72g8.1	si:dkeyp-72g8.1 [Source:ZFIN;Acc:ZDB-GENE-120215-260]
ENSDARG00000004402	elovl6	ELOVL fatty acid elongase 6 [Source:ZFIN;Acc:ZDB-GENE-030114-1]
ENSDARG00000039515	atf4a	activating transcription factor 4a [Source:ZFIN;Acc:ZDB-GENE-040426-2340]
ENSDARG00000036245	WIPF3	WAS/WASL interacting protein family, member 3 [Source:HGNC Symbol;Acc:HGNC:22004]
ENSDARG00000080407	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000070478	amn1	antagonist of mitotic exit network 1 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060825-13]
ENSDARG00000103949	zbtb12.1	zinc finger and BTB domain containing 12, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-060503-875]
ENSDARG00000085521	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000104626	si:ch73-236c18.8	si:ch73-236c18.8 [Source:ZFIN;Acc:ZDB-GENE-121214-113]
ENSDARG00000026664	uri1	URI1, prefoldin-like chaperone [Source:ZFIN;Acc:ZDB-GENE-050913-30]
ENSDARG00000070475	khdrbs1b	KH domain containing, RNA binding, signal transduction associated 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2344]
ENSDARG00000105275	RAB27A (2 of 2)	RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]
ENSDARG00000091762	zbtb40	zinc finger and BTB domain containing 40 [Source:ZFIN;Acc:ZDB-GENE-030131-1704]
ENSDARG00000105238	CR391974.1	
ENSDARG00000020771	tnr	tenascin R (restrictin, janusin) [Source:ZFIN;Acc:ZDB-GENE-030804-1]
ENSDARG00000036619	MGAT3 (1 of 2)	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7046]
ENSDARG00000089866	CABZ01076182.1	
ENSDARG00000100241	BX547993.1	
ENSDARG00000100251	C24H18orf63	chromosome 18 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:40037]
ENSDARG00000034375	chst11	carbohydrate (chondroitin 4) sulfotransferase 11 [Source:ZFIN;Acc:ZDB-GENE-040315-1]
ENSDARG00000105107	CU595952.1	
ENSDARG00000068432	si:dkey-56m19.5	si:dkey-56m19.5 [Source:ZFIN;Acc:ZDB-GENE-030131-226]
ENSDARG00000087611	C19H9orf91	chromosome 9 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:24513]
ENSDARG00000084729	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000025500	mtx1a	metaxin 1a [Source:ZFIN;Acc:ZDB-GENE-060606-2]
ENSDARG00000101042	BX005470.1	
ENSDARG00000090720	grem1a	gremlin 1a, DAN family BMP antagonist [Source:ZFIN;Acc:ZDB-GENE-040625-1]
ENSDARG00000056464	fitm1	fat storage-inducing transmembrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-050306-28]
ENSDARG00000037390	gsg1l	gsg1-like [Source:ZFIN;Acc:ZDB-GENE-050913-27]
ENSDARG00000080450	SNORA35	Small nucleolar RNA SNORA35 [Source:RFAM;Acc:RF00566]
ENSDARG00000102706	si:dkey-56m19.6	si:dkey-56m19.6 [Source:ZFIN;Acc:ZDB-GENE-141216-129]
ENSDARG00000027159	fbxo28	F-box protein 28 [Source:ZFIN;Acc:ZDB-GENE-030131-4665]
ENSDARG00000044212	CR735126.1	
ENSDARG00000101131	pbx1b	pre-B-cell leukemia homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-070424-11]
ENSDARG00000098492	olfcd2	olfactory receptor C family, d2 [Source:ZFIN;Acc:ZDB-GENE-050712-5]
ENSDARG00000100791	TRIL	TLR4 interactor with leucine-rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]
ENSDARG00000084808	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000103401	CR318592.1	
ENSDARG00000041878	rab11ba	RAB11B, member RAS oncogene family, a [Source:ZFIN;Acc:ZDB-GENE-040426-2860]
ENSDARG00000016999	lin28a	lin-28 homolog A (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-040426-747]
ENSDARG00000062359	scn3b	sodium channel, voltage-gated, type III, beta [Source:ZFIN;Acc:ZDB-GENE-070920-2]
ENSDARG00000098102	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000100698	eva1bb	eva-1 homolog Bb (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-080204-108]
ENSDARG00000007737	zyg11	zyg-11 homolog (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-041014-17]
ENSDARG00000100204	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000042410	rab40b	RAB40B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040718-257]
ENSDARG00000083580	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000101909	v2ra18	vomeronasal 2 receptor, a18 [Source:ZFIN;Acc:ZDB-GENE-050419-40]
ENSDARG00000043509	rpl11	ribosomal protein L11 [Source:ZFIN;Acc:ZDB-GENE-040625-147]
ENSDARG00000057984	eps8l1	eps8-like1 [Source:ZFIN;Acc:ZDB-GENE-050306-14]
ENSDARG00000082997	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000068830	zgc:172139	zgc:172139 [Source:ZFIN;Acc:ZDB-GENE-080204-49]
ENSDARG00000055530	sertad2b	SERTA domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-030616-569]
ENSDARG00000056210	si:ch211-199o1.2	si:ch211-199o1.2 [Source:ZFIN;Acc:ZDB-GENE-060503-867]
ENSDARG00000017121	mafba	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ba [Source:ZFIN;Acc:ZDB-GENE-980526-515]
ENSDARG00000103628	si:ch1073-80i24.1	si:ch1073-80i24.1 [Source:ZFIN;Acc:ZDB-GENE-131121-169]
ENSDARG00000014181	foxp1b	forkhead box P1b [Source:ZFIN;Acc:ZDB-GENE-041203-1]
ENSDARG00000079029	dhx32b	DEAH (Asp-Glu-Ala-His) box polypeptide 32b [Source:ZFIN;Acc:ZDB-GENE-130613-5]
ENSDARG00000100785	FQ790208.1	
ENSDARG00000099776	glula	glutamate-ammonia ligase (glutamine synthase) a [Source:ZFIN;Acc:ZDB-GENE-030131-688]
ENSDARG00000088189	si:ch211-135n15.3	si:ch211-135n15.3 [Source:ZFIN;Acc:ZDB-GENE-131121-406]
ENSDARG00000039067	srd5a2b	steroid-5-alpha-reductase, alpha polypeptide 2b [Source:ZFIN;Acc:ZDB-GENE-050417-182]
ENSDARG00000019962	dopey1	dopey family member 1 [Source:ZFIN;Acc:ZDB-GENE-050309-65]
ENSDARG00000101583	CU927920.1	
ENSDARG00000098168	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000074049	C19H5orf49	chromosome 5 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:27028]
ENSDARG00000055525	lgalslb	lectin, galactoside-binding-like b [Source:ZFIN;Acc:ZDB-GENE-030616-570]
ENSDARG00000098473	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000100627	CR354537.1	
ENSDARG00000098597	CU570791.1	
ENSDARG00000045758	cracr2ab	calcium release activated channel regulator 2Ab [Source:ZFIN;Acc:ZDB-GENE-041210-94]
ENSDARG00000101024	nufip1	nuclear fragile X mental retardation protein interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6203]
ENSDARG00000075263	ankrd1a	ankyrin repeat domain 1a (cardiac muscle) [Source:ZFIN;Acc:ZDB-GENE-100405-1]
ENSDARG00000082473	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000096338	si:dkey-20j1.4	si:dkey-20j1.4 [Source:ZFIN;Acc:ZDB-GENE-120214-35]
ENSDARG00000086495	BX546500.1	
ENSDARG00000087770	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000004785	cops2	COP9 signalosome subunit 2 [Source:ZFIN;Acc:ZDB-GENE-040625-15]
ENSDARG00000085955	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000087564	nek11	NIMA-related kinase 11 [Source:ZFIN;Acc:ZDB-GENE-100922-73]
ENSDARG00000100854	ago4	argonaute RISC catalytic component 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5357]
ENSDARG00000100488	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000098793	CABZ01078120.1	
ENSDARG00000014463	usf1l	upstream transcription factor 1, like [Source:ZFIN;Acc:ZDB-GENE-040426-2269]
ENSDARG00000083818	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000085375	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000074742	elmod3	ELMO/CED-12 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-091204-471]
ENSDARG00000070697	RNF223 (1 of 2)	ring finger protein 223 [Source:HGNC Symbol;Acc:HGNC:40020]
ENSDARG00000080895	SNORD97	Small nucleolar RNA SNORD97 [Source:RFAM;Acc:RF01291]
ENSDARG00000082005	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000036147	ano5b	anoctamin 5b [Source:ZFIN;Acc:ZDB-GENE-061215-108]
ENSDARG00000097592	DTX3L (2 of 3)	deltex 3 like, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:30323]
ENSDARG00000101673	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000075086	CU681840.1	
ENSDARG00000103481	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000085536	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000059081	PRSS35 (1 of 2)	protease, serine, 35 [Source:HGNC Symbol;Acc:HGNC:21387]
ENSDARG00000097761	si:dkey-181d19.3	si:dkey-181d19.3 [Source:ZFIN;Acc:ZDB-GENE-131127-635]
ENSDARG00000104026	si:dkeyp-35e5.5	si:dkeyp-35e5.5 [Source:ZFIN;Acc:ZDB-GENE-050420-335]
ENSDARG00000105284	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000010823	memo1	mediator of cell motility 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5571]
ENSDARG00000100409	camlg	calcium modulating ligand [Source:ZFIN;Acc:ZDB-GENE-040426-2407]
ENSDARG00000075883	bub3	BUB3 mitotic checkpoint protein [Source:ZFIN;Acc:ZDB-GENE-041010-210]
ENSDARG00000015349	mfge8a	milk fat globule-EGF factor 8 protein a [Source:ZFIN;Acc:ZDB-GENE-050327-9]
ENSDARG00000089201	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000070774	irgf1	immunity-related GTPase family, f1 [Source:ZFIN;Acc:ZDB-GENE-051212-5]
ENSDARG00000059351	hnrnpa3	heterogeneous nuclear ribonucleoprotein A3 [Source:ZFIN;Acc:ZDB-GENE-060224-1]
ENSDARG00000102487	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000014340	rab11al	RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]
ENSDARG00000102369	st3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-050419-181]
ENSDARG00000100920	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000098085	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000091548	stard9	StAR-related lipid transfer (START) domain containing 9 [Source:ZFIN;Acc:ZDB-GENE-111111-11]
ENSDARG00000059809	caska	calcium/calmodulin-dependent serine protein kinase a [Source:ZFIN;Acc:ZDB-GENE-020802-4]
ENSDARG00000092808	si:ch73-17k20.1	si:ch73-17k20.1 [Source:ZFIN;Acc:ZDB-GENE-090313-138]
ENSDARG00000086634	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000094984	si:ch211-197g15.8	si:ch211-197g15.8 [Source:ZFIN;Acc:ZDB-GENE-050208-377]
ENSDARG00000021573	slc16a7	solute carrier family 16, member 7 (monocarboxylic acid transporter 2) [Source:ZFIN;Acc:ZDB-GENE-051113-248]
ENSDARG00000061203	trpc1	transient receptor potential cation channel, subfamily C, member 1 [Source:ZFIN;Acc:ZDB-GENE-070830-1]
ENSDARG00000076142	trib1	tribbles pseudokinase 1 [Source:ZFIN;Acc:ZDB-GENE-091207-4]
ENSDARG00000040463	si:dkey-185e18.6	si:dkey-185e18.6 [Source:ZFIN;Acc:ZDB-GENE-141216-55]
ENSDARG00000078947	sdccag8	serologically defined colon cancer antigen 8 [Source:ZFIN;Acc:ZDB-GENE-090313-318]
ENSDARG00000103338	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000095463	si:ch73-90k17.1	si:ch73-90k17.1 [Source:ZFIN;Acc:ZDB-GENE-090312-218]
ENSDARG00000054973	itsn2b	intersectin 2b [Source:ZFIN;Acc:ZDB-GENE-050309-102]
ENSDARG00000098992	zgc:114119	zgc:114119 [Source:ZFIN;Acc:ZDB-GENE-050913-56]
ENSDARG00000095537	BX927341.4	
ENSDARG00000099291	lsr	lipolysis stimulated lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-050913-73]
ENSDARG00000080299	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000077086	ankrd34ba	ankyrin repeat domain 34Ba [Source:ZFIN;Acc:ZDB-GENE-091118-17]
ENSDARG00000037935	aldh16a1	aldehyde dehydrogenase 16 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-070112-2062]
ENSDARG00000105082	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000011594	smarcb1b	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1b [Source:ZFIN;Acc:ZDB-GENE-991008-16]
ENSDARG00000045760	prmt8b	protein arginine methyltransferase 8b [Source:ZFIN;Acc:ZDB-GENE-030131-7791]
ENSDARG00000091347	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000036438	ndufv1	NADH dehydrogenase (ubiquinone) flavoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-040808-73]
ENSDARG00000083239	CR450797.1	
ENSDARG00000030465	tmem263	transmembrane protein 263 [Source:ZFIN;Acc:ZDB-GENE-040426-2155]
ENSDARG00000040252	atp1a1a.5	ATPase, Na+/K+ transporting, alpha 1a polypeptide, tandem duplicate 5 [Source:ZFIN;Acc:ZDB-GENE-020501-1]
ENSDARG00000103818	CU896644.1	
ENSDARG00000086324	C11H3orf14	chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:HGNC:25024]
ENSDARG00000097237	si:dkey-11p23.13	si:dkey-11p23.13 [Source:ZFIN;Acc:ZDB-GENE-131127-441]
ENSDARG00000102492	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000031911	tns3.2	tensin 3, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081031-95]
ENSDARG00000104561	znf1081	zinc finger protein 1081 [Source:ZFIN;Acc:ZDB-GENE-110913-119]
ENSDARG00000038669	gbp2	guanylate binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-070912-618]
ENSDARG00000091697	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000061846	rxfp3.2b	relaxin/insulin-like family peptide receptor 3.2b [Source:ZFIN;Acc:ZDB-GENE-050208-346]
ENSDARG00000103362	FBXL19	F-box and leucine-rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]
ENSDARG00000099631	cmtm6	CKLF-like MARVEL transmembrane domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-030729-15]
ENSDARG00000091573	si:ch1073-90m23.1	si:ch1073-90m23.1 [Source:ZFIN;Acc:ZDB-GENE-141212-231]
ENSDARG00000080744	SNORD111	Small nucleolar RNA SNORD111 [Source:RFAM;Acc:RF00611]
ENSDARG00000103526	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000097492	si:dkey-89b17.7	si:dkey-89b17.7 [Source:ZFIN;Acc:ZDB-GENE-131121-550]
ENSDARG00000100283	si:dkey-250k10.3	si:dkey-250k10.3 [Source:ZFIN;Acc:ZDB-GENE-120709-102]
ENSDARG00000080636	SNORD18	Small nucleolar RNA SNORD18 [Source:RFAM;Acc:RF00093]
ENSDARG00000102847	CABZ01092980.1	
ENSDARG00000012563	pdss2	prenyl (decaprenyl) diphosphate synthase, subunit 2 [Source:ZFIN;Acc:ZDB-GENE-040718-43]
ENSDARG00000067656	kcmf1	potassium channel modulatory factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1383]
ENSDARG00000098441	nars2	asparaginyl-tRNA synthetase 2, mitochondrial (putative) [Source:ZFIN;Acc:ZDB-GENE-060929-596]
ENSDARG00000100310	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000082078	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000098325	PPP1R36	protein phosphatase 1, regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097]
ENSDARG00000061371	cdh18a	cadherin 18, type 2a [Source:ZFIN;Acc:ZDB-GENE-060929-316]
ENSDARG00000102811	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000080790	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000046142	si:ch211-170d8.5	si:ch211-170d8.5 [Source:ZFIN;Acc:ZDB-GENE-081105-120]
ENSDARG00000077098	trim65	tripartite motif containing 65 [Source:ZFIN;Acc:ZDB-GENE-130613-1]
ENSDARG00000087435	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000089684	HIST1H4E	histone cluster 1, H4e [Source:HGNC Symbol;Acc:HGNC:4790]
ENSDARG00000041910	znf512	zinc finger protein 512 [Source:ZFIN;Acc:ZDB-GENE-041014-346]
ENSDARG00000103283	si:dkey-238o14.7	si:dkey-238o14.7 [Source:ZFIN;Acc:ZDB-GENE-110913-54]
ENSDARG00000105139	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000102947	CT009745.1	
ENSDARG00000102591	btr30	bloodthirsty-related gene family, member 30 [Source:ZFIN;Acc:ZDB-GENE-040426-1407]
ENSDARG00000057016	cdc14ab	cell division cycle 14Ab [Source:ZFIN;Acc:ZDB-GENE-070705-309]
ENSDARG00000095241	mybl2a	v-myb avian myeloblastosis viral oncogene homolog-like 2a [Source:ZFIN;Acc:ZDB-GENE-980526-529]
ENSDARG00000102871	CU468000.1	
ENSDARG00000104289	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000055839	MARCH4 (1 of 2)	membrane-associated ring finger (C3HC4) 4, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:29269]
ENSDARG00000082311	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000051735	si:ch211-113a14.18	si:ch211-113a14.18 [Source:ZFIN;Acc:ZDB-GENE-121214-116]
ENSDARG00000086128	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000000380	pde6a	phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:ZFIN;Acc:ZDB-GENE-030616-42]
ENSDARG00000014287	eno2	enolase 2 [Source:ZFIN;Acc:ZDB-GENE-040704-27]
ENSDARG00000041569	ces2	carboxylesterase 2 (intestine, liver) [Source:ZFIN;Acc:ZDB-GENE-061013-99]
ENSDARG00000103999	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSDARG00000018966	cyb5r1	cytochrome b5 reductase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8497]
ENSDARG00000013153	dennd3b	DENN/MADD domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-091230-7]
ENSDARG00000007813	RNPEPL1	arginyl aminopeptidase (aminopeptidase B)-like 1 [Source:HGNC Symbol;Acc:HGNC:10079]
ENSDARG00000081802	SNORD12	Small nucleolar SNORD12/SNORD106 [Source:RFAM;Acc:RF00581]
ENSDARG00000101095	cpne4a	copine IVa [Source:ZFIN;Acc:ZDB-GENE-060503-427]
ENSDARG00000102171	fnip1	folliculin interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3586]
ENSDARG00000092946	si:dkey-273e13.2	si:dkey-273e13.2 [Source:ZFIN;Acc:ZDB-GENE-090313-293]
ENSDARG00000103491	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
